game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,47,0:09:59,0:02:01,0:00:06,255,MIA,shot,,,,,,,,,,Bam Adebayo,0,,,missed,,layup,4,-31,18,28.1,6.8,MISS Adebayo 4' Running Layup
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,47,0:09:57,0:02:03,0:00:02,256,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:0 Def:9)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,47,0:09:54,0:02:06,0:00:03,257,DEN,shot,,,,,,,,,,Michael Porter Jr.,0,,,missed,,3pt running pull-up jump shot,25,112,227,36.2,66.3,MISS Porter Jr. 25' 3PT Running Pull-Up Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,47,0:09:54,0:02:06,0:00:00,258,MIA,rebound,,,,,,,,,,Kevin Love,,,,,,rebound defensive,,,,,,Love REBOUND (Off:0 Def:2)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,47,0:09:30,0:02:30,0:00:24,259,MIA,shot,,,,,,,,,,Max Strus,0,,,missed,,3pt jump shot,24,234,64,1.6,11.4,MISS Strus 24' 3PT Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,47,0:09:27,0:02:33,0:00:03,260,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:0 Def:10)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,49,0:09:17,0:02:43,0:00:10,261,DEN,shot,,,,,,,,,,Michael Porter Jr.,2,,,made,,driving floating jump shot,3,-11,26,23.9,86.4,Porter Jr. 3' Driving Floating Jump Shot (11 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,49,0:08:58,0:03:02,0:00:19,262,MIA,shot,,,,,,,,,,Gabe Vincent,0,,,missed,,hook shot,4,16,41,23.4,9.1,MISS Vincent 4' Hook Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,49,0:08:57,0:03:03,0:00:01,263,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:0 Def:11)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,49,0:08:53,0:03:07,0:00:04,264,MIA,foul,,,,,,,,Aaron Gordon,,Jimmy Butler,,,p.foul,,,personal,,,,,,Butler P.FOUL (P2.T2) (J.Tiven)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,55,51,0:08:45,0:03:15,0:00:08,265,DEN,shot,,,,,,,,,,Jamal Murray,2,,,made,,driving layup,3,31,4,28.1,88.6,Murray 3' Driving Layup (6 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,58,51,0:08:33,0:03:27,0:00:12,266,MIA,shot,Jimmy Butler,,,,,,,,,Kevin Love,3,,,made,,3pt jump shot,26,178,183,7.2,23.3,Love 26' 3PT Jump Shot (3 PTS) (Butler 3 AST)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,58,53,0:08:14,0:03:46,0:00:19,267,DEN,shot,,,,,,,,,,Nikola Jokic,2,,,made,,hook shot,4,37,13,28.7,87.7,Jokic 4' Turnaround Bank Hook Shot (14 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,53,0:08:00,0:04:00,0:00:14,268,MIA,shot,,,,,,,,,,Gabe Vincent,2,,,made,,jump shot,20,-153,136,40.3,18.6,Vincent 20' Pullup Jump Shot (4 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,53,0:07:45,0:04:15,0:00:15,269,MIA,foul,,,,,,,,Aaron Gordon,,Kevin Love,,,s.foul,,,shooting,,,,,,Love S.FOUL (P1.T3) (D.Guthrie)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,54,0:07:45,0:04:15,0:00:00,270,DEN,free throw,,,,,,,1,,2,Aaron Gordon,1,,,made,,free throw 1/2,,,,,,Gordon Free Throw 1 of 2 (4 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,54,0:07:45,0:04:15,0:00:00,271,DEN,free throw,,,,,,,2,,2,Aaron Gordon,0,,,missed,,free throw 2/2,,,,,,MISS Gordon Free Throw 2 of 2
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,54,0:07:43,0:04:17,0:00:02,272,DEN,rebound,,,,,,,,,,Kentavious Caldwell-Pope,,,,,,rebound offensive,,,,,,Caldwell-Pope REBOUND (Off:1 Def:1)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,54,0:07:34,0:04:26,0:00:09,273,DEN,shot,,,,,,,,,,Jamal Murray,0,,,missed,,driving reverse layup,3,33,6,28.3,88.4,MISS Murray 3' Driving Reverse Layup
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,54,0:07:32,0:04:28,0:00:02,274,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound offensive,,,,,,Jokic REBOUND (Off:1 Def:11)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,56,0:07:32,0:04:28,0:00:00,275,DEN,shot,,,,,,,,,,Nikola Jokic,2,,,made,,layup,0,0,0,25,89,Jokic Tip Layup Shot (16 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,56,0:07:19,0:04:41,0:00:13,276,MIA,shot,,,,,,,,,,Jimmy Butler,0,,,missed,,jump shot,13,-25,127,27.5,17.7,MISS Butler 13' Pullup Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,56,0:07:18,0:04:42,0:00:01,277,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:1 Def:12)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,56,0:07:02,0:04:58,0:00:16,278,MIA,foul,,,,,,,,Nikola Jokic,,Bam Adebayo,,,s.foul,,,shooting,,,,,,Adebayo S.FOUL (P2.T4) (J.Tiven)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,56,0:07:02,0:04:58,0:00:00,279,DEN,free throw,,,,,,,1,,2,Nikola Jokic,0,,,missed,,free throw 1/2,,,,,,MISS Jokic Free Throw 1 of 2
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,56,0:07:02,0:04:58,0:00:00,280,DEN,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,NUGGETS Rebound
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,57,0:07:02,0:04:58,0:00:00,281,DEN,free throw,,,,,,,2,,2,Nikola Jokic,1,,,made,,free throw 2/2,,,,,,Jokic Free Throw 2 of 2 (17 PTS)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,57,0:06:51,0:05:09,0:00:11,282,MIA,shot,,,,,,,,,,Gabe Vincent,0,,,missed,,3pt pullup jump shot,28,11,278,23.9,32.8,MISS Vincent 28' 3PT Pullup Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,57,0:06:49,0:05:11,0:00:02,283,DEN,rebound,,,,,,,,,,Michael Porter Jr.,,,,,,rebound defensive,,,,,,Porter Jr. REBOUND (Off:2 Def:8)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:46,0:05:14,0:00:03,284,DEN,shot,Michael Porter Jr.,,,,,,,,,Jamal Murray,3,,,made,,3pt running jump shot,23,-229,-1,2.1,89.1,Murray 3PT Running Jump Shot (9 PTS) (Porter Jr. 3 AST)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Gabe Vincent,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:44,0:05:16,0:00:02,285,MIA,timeout,,,,,,,,,,,,,,,,timeout: regular,,,,,,Heat Timeout: Regular (Reg.3 Short 0)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kevin Love,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:44,0:05:16,0:00:00,286,MIA,substitution,,,,,Caleb Martin,Gabe Vincent,,,,Gabe Vincent,,,,,,sub,,,,,,SUB: Martin FOR Vincent
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:44,0:05:16,0:00:00,287,MIA,substitution,,,,,Kyle Lowry,Kevin Love,,,,Kevin Love,,,,,,sub,,,,,,SUB: Lowry FOR Love
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:25,0:05:35,0:00:19,288,MIA,shot,,,,,,,,,,Caleb Martin,0,,,missed,,3pt jump shot,23,229,17,2.1,6.7,MISS Martin 3PT Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:21,0:05:39,0:00:04,289,DEN,rebound,,,,,,,,,,Jamal Murray,,,,,,rebound defensive,,,,,,Murray REBOUND (Off:0 Def:5)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:03,0:05:57,0:00:18,290,DEN,shot,,,,,,,,,,Michael Porter Jr.,0,,,missed,,jump shot,21,-92,185,15.8,70.5,MISS Porter Jr. 21' Step Back Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,60,60,0:06:00,0:06:00,0:00:03,291,MIA,rebound,,,,,,,,,,Jimmy Butler,,,,,,rebound defensive,,,,,,Butler REBOUND (Off:1 Def:2)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:47,0:06:13,0:00:13,292,MIA,shot,Jimmy Butler,,,,,,,,,Max Strus,2,,,made,,driving layup,3,26,17,22.4,6.7,Strus 3' Driving Layup (12 PTS) (Butler 4 AST)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:25,0:06:35,0:00:22,293,DEN,shot,,,,,,,,,,Michael Porter Jr.,0,,,missed,,3pt jump shot,23,-225,22,2.5,86.8,MISS Porter Jr. 3PT Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:22,0:06:38,0:00:03,294,MIA,rebound,,,,,,,,,,Kyle Lowry,,,,,,rebound defensive,,,,,,Lowry REBOUND (Off:0 Def:4)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:11,0:06:49,0:00:11,295,MIA,shot,,,,,,,,,,Bam Adebayo,0,,,missed,,hook shot,6,-50,28,30,7.8,MISS Adebayo 6' Driving Hook Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:10,0:06:50,0:00:01,296,DEN,rebound,,,,,,,,,,Michael Porter Jr.,,,,,,rebound defensive,,,,,,Porter Jr. REBOUND (Off:2 Def:9)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:02,0:06:58,0:00:08,297,DEN,shot,,,,,,,,,,Aaron Gordon,0,,,missed,,dunk,1,10,6,26,88.4,MISS Gordon 1' Dunk
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:05:01,0:06:59,0:00:01,298,MIA,rebound,,,,,,,,,,Max Strus,,,,,,rebound defensive,,,,,,Strus REBOUND (Off:1 Def:6)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:42,0:07:18,0:00:19,299,MIA,shot,,,,,,,,,,Kyle Lowry,0,,,missed,,3pt jump shot,31,-190,246,44,29.6,MISS Lowry 31' 3PT Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:39,0:07:21,0:00:03,300,MIA,rebound,,,,,,,,,,Caleb Martin,,,,,,rebound offensive,,,,,,Martin REBOUND (Off:1 Def:0)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:34,0:07:26,0:00:05,301,MIA,turnover,,,,,,,,,,Caleb Martin,,,bad pass,,Aaron Gordon,bad pass,,,,,,Gordon STEAL (1 STL): Martin Bad Pass Turnover (P1.T5)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:29,0:07:31,0:00:05,302,DEN,shot,,,,,,,,,,Kentavious Caldwell-Pope,0,,,missed,,3pt running jump shot,25,-110,221,14,66.9,MISS Caldwell-Pope 25' 3PT Running Jump Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:25,0:07:35,0:00:04,303,MIA,rebound,,,,,,,,,,Kyle Lowry,,,,,,rebound defensive,,,,,,Lowry REBOUND (Off:0 Def:5)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:11,0:07:49,0:00:14,304,MIA,shot,,,,,,,,,,Jimmy Butler,0,,,missed,,turnaround fadeaway,8,-54,64,30.4,11.4,MISS Butler 8' Turnaround Fadeaway Shot
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:10,0:07:50,0:00:01,305,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:1 Def:13)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,62,60,0:04:04,0:07:56,0:00:06,306,DEN,turnover,,,,,,,,,,Jamal Murray,,,bad pass,,Kyle Lowry,bad pass,,,,,,Murray Bad Pass Turnover (P5.T12): Lowry STEAL (2 STL)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,64,60,0:03:58,0:08:02,0:00:06,307,MIA,shot,Kyle Lowry,,,,,,,,,Caleb Martin,2,,,made,,layup,3,-32,11,28.2,6.1,Martin 3' Running Finger Roll Layup (8 PTS) (Lowry 4 AST)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Jamal Murray,Kentavious Caldwell-Pope,3,64,60,0:03:58,0:08:02,0:00:00,308,DEN,timeout,,,,,,,,,,,,,,,,timeout: regular,,,,,,NUGGETS Timeout: Regular (Full 4 Short 0)
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Jimmy Butler,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:58,0:08:02,0:00:00,309,DEN,substitution,,,,,Bruce Brown,Jamal Murray,,,,Jamal Murray,,,,,,sub,,,,,,SUB: Brown FOR Murray
42200405,2022-23 Playoffs,6/12/23,Max Strus,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:58,0:08:02,0:00:00,310,MIA,substitution,,,,,Duncan Robinson,Jimmy Butler,,,,Jimmy Butler,,,,,,sub,,,,,,SUB: Robinson FOR Butler
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:58,0:08:02,0:00:00,311,MIA,substitution,,,,,Gabe Vincent,Max Strus,,,,Max Strus,,,,,,sub,,,,,,SUB: Vincent FOR Strus
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:38,0:08:22,0:00:20,312,DEN,shot,,,,,,,,,,Nikola Jokic,0,,,missed,,floating jump shot,5,-16,46,23.4,84.4,MISS Jokic 5' Floating Jump Shot
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:37,0:08:23,0:00:01,313,MIA,rebound,,,,,,,,,,Caleb Martin,,,,,,rebound defensive,,,,,,Martin REBOUND (Off:1 Def:1)
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:32,0:08:28,0:00:05,314,MIA,shot,,,,,,,,,,Duncan Robinson,0,,,missed,,3pt running jump shot,28,54,274,19.6,32.4,MISS Robinson 28' 3PT Running Jump Shot
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Aaron Gordon,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:30,0:08:30,0:00:02,315,DEN,rebound,,,,,,,,,,Aaron Gordon,,,,,,rebound defensive,,,,,,Gordon REBOUND (Off:0 Def:3)
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Christian Braun,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:21,0:08:39,0:00:09,316,DEN,substitution,,,,,Christian Braun,Aaron Gordon,,,,Aaron Gordon,,,,,,sub,,,,,,SUB: Braun FOR Gordon
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Christian Braun,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:18,0:08:42,0:00:03,317,DEN,jump ball,,Gabe Vincent,Bruce Brown,,,,,,,Bruce Brown,,Kentavious Caldwell-Pope,,,,jump ball,,,,,,Jump Ball Brown vs. Vincent: Tip to Caldwell-Pope
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Christian Braun,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:06,0:08:54,0:00:12,318,DEN,shot,,,,,,,,,,Kentavious Caldwell-Pope,0,,,missed,,3pt jump shot,24,238,22,48.8,86.8,MISS Caldwell-Pope 24' 3PT Jump Shot
42200405,2022-23 Playoffs,6/12/23,Gabe Vincent,Caleb Martin,Bam Adebayo,Kyle Lowry,Duncan Robinson,Michael Porter Jr.,Nikola Jokic,Christian Braun,Bruce Brown,Kentavious Caldwell-Pope,3,64,60,0:03:03,0:08:57,0:00:03,319,MIA,rebound,,,,,,,,,,Duncan Robinson,,,,,,rebound defensive,,,,,,Robinson REBOUND (Off:0 Def:2)
